Index,Action,TimeStamp,Object,// Reference is Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordStart,2021-02-24T11:06:02.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordEnd,2021-02-24T11:07:02.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordName,5b3f5d2c-9ea0-47a6-aa35-7551cfdaa330.mp4,collectedData,[accData,[accDate,2021-02-24T11:06:02.117,accInterval,0.1,accXyz,[x,-0.062249243,y,-0.18674773,z,9.787796020507812],degree,0,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:19.985,beaconInterval,18,beaconData,[distance,1.014291094,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:20.252,beaconInterval,18.2,beaconData,[distance,1.213872246,major,100,minor,2,proximity,near,rssi,-66,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:20.482,beaconInterval,18.5,beaconData,[distance,1.016701866,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:20.794,beaconInterval,18.8,beaconData,[distance,1.018943607,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:21.282,beaconInterval,19.3,beaconData,[distance,1.017148376,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:21.683,beaconInterval,19.7,beaconData,[distance,1.015482245,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:21.967,beaconInterval,20,beaconData,[distance,1.01573073,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:22.210,beaconInterval,20.2,beaconData,[distance,1.21773553,major,100,minor,2,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:22.429,beaconInterval,20.4,beaconData,[distance,1.015963287,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:22.913,beaconInterval,20.9,beaconData,[distance,1.019346547,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:23.137,beaconInterval,21.1,beaconData,[distance,1.019463585,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:23.394,beaconInterval,21.4,beaconData,[distance,1.019573331,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:23.654,beaconInterval,21.6,beaconData,[distance,1.077010215,major,100,minor,1,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:23.916,beaconInterval,21.9,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:24.433,beaconInterval,22.4,beaconData,[distance,1.019463585,major,100,minor,3,proximity,near,rssi,-58,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:24.836,beaconInterval,22.8,beaconData,[distance,1.016181399,major,100,minor,3,proximity,near,rssi,-58,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:24.978,beaconInterval,23,beaconData,[distance,1.231502792,major,100,minor,2,proximity,near,rssi,-65,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:25.319,beaconInterval,23.3,beaconData,[distance,1.08422881,major,100,minor,1,proximity,near,rssi,-65,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:25.752,beaconInterval,23.7,beaconData,[distance,1.234100319,major,100,minor,4,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:26.081,beaconInterval,24.1,beaconData,[distance,1.251357818,major,100,minor,2,proximity,near,rssi,-65,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:26.206,beaconInterval,24.2,beaconData,[distance,1.227723146,major,100,minor,4,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:26.546,beaconInterval,24.5,beaconData,[distance,1.103637468,major,100,minor,1,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:26.764,beaconInterval,24.8,beaconData,[distance,1.00048696,major,100,minor,3,proximity,near,rssi,-58,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:27.128,beaconInterval,25.1,beaconData,[distance,0.998007065,major,100,minor,3,proximity,immediate,rssi,-58,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:27.353,beaconInterval,25.3,beaconData,[distance,1.230055508,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:27.553,beaconInterval,25.5,beaconData,[distance,1.492913475,major,10001,minor,19641,proximity,near,rssi,-66,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:27.797,beaconInterval,25.8,beaconData,[distance,1.225397634,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:28.071,beaconInterval,26.1,beaconData,[distance,1.213872246,major,100,minor,2,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:28.270,beaconInterval,26.3,beaconData,[distance,0.989363921,major,100,minor,3,proximity,immediate,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:28.555,beaconInterval,26.5,beaconData,[distance,0.989363921,major,100,minor,3,proximity,immediate,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:28.807,beaconInterval,26.8,beaconData,[distance,1.113505734,major,100,minor,1,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:29.301,beaconInterval,27.3,beaconData,[distance,0.990014566,major,100,minor,3,proximity,immediate,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:29.587,beaconInterval,27.6,beaconData,[distance,0.991793245,major,100,minor,3,proximity,immediate,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:29.883,beaconInterval,27.9,beaconData,[distance,0.994532506,major,100,minor,3,proximity,immediate,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:30.133,beaconInterval,28.1,beaconData,[distance,0.998007065,major,100,minor,3,proximity,immediate,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:30.363,beaconInterval,28.4,beaconData,[distance,1.443330404,major,10001,minor,19641,proximity,near,rssi,-64,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:30.699,beaconInterval,28.7,beaconData,[distance,1.00048696,major,100,minor,3,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:30.871,beaconInterval,28.9,beaconData,[distance,1.264248925,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:31.166,beaconInterval,29.2,beaconData,[distance,1.002184526,major,100,minor,3,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:31.440,beaconInterval,29.4,beaconData,[distance,1.443330404,major,10001,minor,19641,proximity,near,rssi,-66,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:31.659,beaconInterval,29.6,beaconData,[distance,1.266851336,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:31.909,beaconInterval,29.9,beaconData,[distance,1.003887564,major,100,minor,3,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:32.296,beaconInterval,30.3,beaconData,[distance,1.005025969,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:32.407,beaconInterval,30.4,beaconData,[distance,1.467199927,major,10001,minor,19641,proximity,near,rssi,-65,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:32.673,beaconInterval,30.7,beaconData,[distance,1.008570572,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:33.177,beaconInterval,31.2,beaconData,[distance,1.010754731,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:33.434,beaconInterval,31.4,beaconData,[distance,1.01113283,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:34.002,beaconInterval,32,beaconData,[distance,1.188818698,major,100,minor,2,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:34.255,beaconInterval,32.2,beaconData,[distance,1.180613178,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:34.594,beaconInterval,32.6,beaconData,[distance,1.176598467,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:34.817,beaconInterval,32.8,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:34.972,beaconInterval,33,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:35.260,beaconInterval,33.2,beaconData,[distance,1.156229532,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:35.537,beaconInterval,33.5,beaconData,[distance,1.155694215,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:35.739,beaconInterval,33.7,beaconData,[distance,1.158028033,major,100,minor,2,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:35.994,beaconInterval,34,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-58,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:36.299,beaconInterval,34.3,beaconData,[distance,1.021222157,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:36.505,beaconInterval,34.5,beaconData,[distance,1.024756222,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:36.754,beaconInterval,34.7,beaconData,[distance,1.152662659,major,100,minor,4,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:37.067,beaconInterval,35.1,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:37.277,beaconInterval,35.3,beaconData,[distance,1.178114966,major,100,minor,2,proximity,near,rssi,-68,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:37.516,beaconInterval,35.5,beaconData,[distance,1.187223177,major,100,minor,2,proximity,near,rssi,-68,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:37.859,beaconInterval,35.8,beaconData,[distance,1.024815315,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:38.080,beaconInterval,36.1,beaconData,[distance,1.521641705,major,10001,minor,19641,proximity,near,rssi,-68,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:38.342,beaconInterval,36.3,beaconData,[distance,1.144019169,major,100,minor,4,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:38.567,beaconInterval,36.6,beaconData,[distance,1.141803594,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:38.817,beaconInterval,36.8,beaconData,[distance,1.139595096,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:39.088,beaconInterval,37.1,beaconData,[distance,1.02487849,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:39.326,beaconInterval,37.3,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:39.637,beaconInterval,37.6,beaconData,[distance,1.227299817,major,100,minor,2,proximity,near,rssi,-67,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:39.896,beaconInterval,37.9,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:40.173,beaconInterval,38.2,beaconData,[distance,1.135199256,major,100,minor,4,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:40.412,beaconInterval,38.4,beaconData,[distance,1.019221465,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:40.654,beaconInterval,38.6,beaconData,[distance,1.217207588,major,100,minor,2,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:40.996,beaconInterval,39,beaconData,[distance,1.135199256,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:41.444,beaconInterval,39.4,beaconData,[distance,1.016933344,major,100,minor,3,proximity,near,rssi,-58,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:41.742,beaconInterval,39.7,beaconData,[distance,1.092760977,major,100,minor,1,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:42.057,beaconInterval,40,beaconData,[distance,1.016933344,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:42.248,beaconInterval,40.2,beaconData,[distance,1.220557263,major,100,minor,2,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:42.561,beaconInterval,40.5,beaconData,[distance,1.139737367,major,100,minor,4,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:42.778,beaconInterval,40.8,beaconData,[distance,1.012552024,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:42.974,beaconInterval,41,beaconData,[distance,1.014622979,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:43.229,beaconInterval,41.2,beaconData,[distance,1.220557263,major,100,minor,2,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:43.532,beaconInterval,41.5,beaconData,[distance,1.217062276,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:43.739,beaconInterval,41.7,beaconData,[distance,1.014622979,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:43.990,beaconInterval,42,beaconData,[distance,1.146241841,major,100,minor,4,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:44.314,beaconInterval,42.3,beaconData,[distance,1.201242355,major,100,minor,2,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:44.555,beaconInterval,42.5,beaconData,[distance,1.025273497,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:44.766,beaconInterval,42.8,beaconData,[distance,1.146170031,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:45.057,beaconInterval,43,beaconData,[distance,1.207531344,major,100,minor,2,proximity,near,rssi,-67,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:45.374,beaconInterval,43.4,beaconData,[distance,1.025181831,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:45.640,beaconInterval,43.6,beaconData,[distance,1.025097229,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:45.812,beaconInterval,43.8,beaconData,[distance,1.225676335,major,100,minor,2,proximity,near,rssi,-65,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:46.045,beaconInterval,44,beaconData,[distance,1.025018905,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:46.330,beaconInterval,44.3,beaconData,[distance,1.236731414,major,100,minor,2,proximity,near,rssi,-66,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:46.570,beaconInterval,44.6,beaconData,[distance,1.024946186,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:46.820,beaconInterval,44.8,beaconData,[distance,1.026912953,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:47.091,beaconInterval,45.1,beaconData,[distance,1.032855139,major,100,minor,3,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:47.378,beaconInterval,45.4,beaconData,[distance,1.240467319,major,100,minor,2,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:47.628,beaconInterval,45.6,beaconData,[distance,1.239535299,major,100,minor,2,proximity,near,rssi,-63,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:48.163,beaconInterval,46.1,beaconData,[distance,1.146241841,major,100,minor,4,proximity,near,rssi,-62,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:48.416,beaconInterval,46.4,beaconData,[distance,1.032855139,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:48.636,beaconInterval,46.6,beaconData,[distance,1.032855139,major,100,minor,3,proximity,near,rssi,-61,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:49.001,beaconInterval,47,beaconData,[distance,1.032511926,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:49.175,beaconInterval,47.2,beaconData,[distance,1.261654605,major,100,minor,2,proximity,near,rssi,-66,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:49.415,beaconInterval,47.4,beaconData,[distance,1.028886687,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:49.689,beaconInterval,47.7,beaconData,[distance,1.028682184,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:49.902,beaconInterval,47.9,beaconData,[distance,1.026777091,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:50.166,beaconInterval,48.2,beaconData,[distance,1.434135999,major,10001,minor,19641,proximity,near,rssi,-68,uuid,fda50693-a4e2-4fb1-afcf-c6eb07647825],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:50.462,beaconInterval,48.4,beaconData,[distance,1.022986365,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:50.811,beaconInterval,48.8,beaconData,[distance,1.142172365,major,100,minor,4,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:50.994,beaconInterval,49,beaconData,[distance,1.01908748,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:51.244,beaconInterval,49.2,beaconData,[distance,1.017348654,major,100,minor,3,proximity,near,rssi,-59,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:51.529,beaconInterval,49.5,beaconData,[distance,1.296403272,major,100,minor,2,proximity,near,rssi,-66,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:51.884,beaconInterval,49.9,beaconData,[distance,1.017535647,major,100,minor,3,proximity,near,rssi,-60,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:52.016,beaconInterval,50,beaconData,[distance,1.296403272,major,100,minor,2,proximity,near,rssi,-64,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
beaconDate,2021-02-24T11:06:52.290,beaconInterval,50.3,beaconData,[distance,1.301802963,major,100,minor,2,proximity,near,rssi,-66,uuid,e2c56db5-dffb-48d2-b060-d0f5a71096e0],,,,,,,,,,,,,,,,
